,TR:UZ027:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ027_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2862,588,9045,37073,2790.5,3676.5,6771,1651.5,381,542,568,4273,1252,34074,451,483,4521,99,17544.5
UZ027_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12028,366,9565,31514,2403,2777,7035.5,1536,315,355,512,2637,426,36058,444.5,397.5,4440,92,17360.5
UZ027_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3693,519.5,24431,36289,3185,3776.5,4099,651,700,383,4036,3850,650,28838,470,705,5300,93,17267.5
UZ027_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4318,574,9993,30775,3567,4075,3416,1303,325,435,883.5,11502.5,2639.5,32401.5,440,353,3346,108,17706.5
UZ027_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,39046,1080,9763,35205,3671,3562,16564,2337,378.5,582,607.5,15744,3864,33497.5,729.5,386.5,2844,97,17602
UZ027_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10762.5,352,2311,21178,5713,1561,39150,2232.5,405,381.5,739,1890,6600.5,24893,439,395,4615,134.5,17349
UZ027_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40003,1623,912,7443,3717,1859,19275,2100.5,1462,1561.5,1010,15388,4795,19575,4738.5,723,1365,138,16956
UZ027_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,42495,887,11460.5,26461,5246,4024,17095,2532,415.5,697,630.5,16403,6270,39726.5,812,518.5,2976,146,17672
UZ027_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3863,400.5,10458.5,33844,3674.5,3570,3959,1499,317,499,539.5,10966,1843,32459,610.5,584,5261,104,17441
UZ027_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,49173.5,970,8927.5,39934,4183,3349,16230.5,2696,328,528,620,14395,3178,35343,649,822.5,3038.5,98,17649
UZ027_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2070.5,463,6432,26149.5,2263,2080.5,2800.5,576,295,432,452,2416,448,27799,423,329,2357,138.5,17349
UZ027_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3941,552,11164.5,24593,2121,2772,3693.5,575,304,365,490,3098,1949.5,27338,448,400,4770,150,17210
