,TR:CH062:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH062_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1988,590,4202.5,25077,2209.5,4689.5,4952,1647,426,364,764,5755,872,22124,505,344,2680,88.5,16315
CH062_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4256,581,3766,26865,1226,3089.5,3808,683,428,337,750,2360,422,22747,371.5,469,2414,106,16440
CH062_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1500,526.5,22263,30845,2380.5,5307,3583,664,1845,399,9512,6544,1019,23301,427,457.5,3832,80,16703
CH062_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5238,520,7080.5,41111,3692.5,9117,4873,781,341,316,1070,9189,1532,28653,464,480,3568.5,122.5,16218
CH062_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3226,704,6440,41388,2803,6171,11556,3473,407.5,408,1004,21340,5655,30222,564.5,537,3786,124,16795
CH062_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9737.5,481.5,1708,27615,2467,2119,21963,798,499,257,684,2744,630,20544,381,308.5,1438.5,100,16245.5
CH062_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1393,619,4750,28930,2118,3936,4632,1120,488,467.5,872,7255,1202,25654,424,340,3505.5,113,16991.5
CH062_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1285.5,479,4385.5,29760,2238,5320,3501.5,676,356,355,754,6768,1204.5,22609,461,466,2868,95,17060.5
CH062_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1506,687,5353,33393.5,1552,4924.5,4012,864,360,473,872,5785,938,25469,458.5,491,3319,81.5,16657
CH062_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1551,529,3876.5,19817,2303,2314,7247,4462,321,658,911,7246.5,1245.5,16713,420,383,1641.5,111,16168
CH062_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1611,450.5,7928,43579,2403,5779,3948,1043,336,512,1092,7029,867,24119.5,396,401,4110,114.5,16311
CH062_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1844,591.5,6673,37789,2278,5684,4836,786,403,306,848,5316.5,734.5,26623,474,521.5,3812,93,16887
