,TR:UZ023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ023_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8829.5,501,2545.5,20371,1342,2247.5,7009,1513,366,397.5,697,3300,658.5,21640,361,416.5,1173,89,16579
UZ023_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14816,564,2047.5,22101,907,1172.5,6313.5,468,298.5,317.5,575,1015.5,347,23485,352,464.5,1417.5,106.5,16288
UZ023_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11717,559,14340,33393.5,1722,2543,5791.5,625,572,339,5372,3474,747,24108,353,364,1408,111,16221
UZ023_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2862.5,500.5,2510.5,20959.5,1812.5,2939,3941.5,495,276,437.5,652,2188,600,21397.5,346,425,906,108,16680
UZ023_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3208,517.5,2116,21801,1487.5,2380,12064.5,1686,297,424,710,7470,1380.5,22343.5,489.5,331,967.5,82,16521.5
UZ023_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,32413,585,1529,16407,3530,1398,36889,662,483,524.5,713.5,1944,771,21928.5,566.5,506.5,1356,113,16047.5
UZ023_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6860,522,2475,23370,1179,1645,5468,793,360,424,635,1406,423.5,17764,370,517,1257,103,16726
UZ023_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2357.5,1467,2591,27869,3123,2711,7558.5,699,1368.5,1578.5,1529,2719,532.5,23001,1871,687,2664,101,16680
UZ023_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11030,507,2313,31467,1214.5,1507,4831,545,309,435.5,952,1623,414,17856,355,358,1326,97,16310
UZ023_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9237,550,3537,14553,1513,2307,12025,2387.5,350,321,994,6179.5,975,29391,442.5,419.5,1444.5,97,16610
UZ023_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2462,426,2334.5,26830,873,1577,3462,424.5,305,311.5,707,1325,326,15761,367,412,988,109,16558
UZ023_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6910.5,421,2169,21963,866,1330.5,5433.5,452,340.5,396.5,704,1143,357,14745,306.5,416.5,798,145,16094
