,TR:CH040:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH040_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5940.5,422,7089,35093.5,2284,4913,5486,1375,368,439.5,745,3684,668.5,16929.5,638,470,6674,122,15602.5
CH040_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9884.5,399.5,1756,29242,2261.5,2091.5,17114,665.5,441.5,372,682,1790,474,13972.5,371,336,5260,85,15414
CH040_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5737,472,6432,28446.5,1542,3946,4059,703,365,458,625,2957,549,17933,572,448.5,4792,101,15792
CH040_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4236,461,6176.5,27973,1542,3979,3876,683,354.5,447,643.5,3600,731,19260.5,555,352.5,5644,94,15787
CH040_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4191,459,6141,28804,1502,3572,3422,705,355.5,470,601,3148,618,17171.5,575.5,413,5236,90,15583
CH040_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3870.5,461.5,6342.5,39836,1674,3728,8111,4090,324.5,525,628.5,4933,910,20056.5,606.5,375,5243,97,15651.5
CH040_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3702,422,4838,30535,1402,3029,3374,687.5,314,418,577,2720,637,15405,556,466,4165,125.5,15607.5
CH040_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6084.5,463,6230,34043,1339,2984,4186.5,635,325,394,640,2479,489,18856,484,463.5,5200.5,122.5,15602.5
CH040_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6613,577,7123,29346.5,2208,4969.5,5370,753,401,483,664,8648.5,2806.5,23414.5,658,440.5,6620,101,15502
CH040_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2808,470.5,7594,28988,1561,4362,5530.5,1147.5,336,466.5,673,5181.5,919,22237.5,549,396,6186,89,15707
CH040_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2603,484,6485,29565,1340.5,3612,4378,1081.5,324,469,627,3166,484.5,18141,527,318,6525.5,109,15677.5
CH040_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2282,423,6217,41406,1188,2764.5,3740,845,351.5,486,651,2126,481,16707,595,406,5968,103.5,15980.5
CH040_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2604,504,6574.5,42675,1459,3501,4663,1602,349,442,802,4103.5,768,19780,551,418,5760,109,15838
CH040_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2596,480,8143,31089,1475.5,2998,3772,756.5,4703,424,4516,2712,466,16275.5,535,795,5546,106.5,15520
CH040_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2277,464,7861,31561.5,1353,3110.5,3946,727,2130,397.5,821,2493,479,17333,575,479,5672,119,15515
CH040_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19179,497,7304,28238.5,827,2801,9852,826.5,333,342,661,1866,364,20229.5,474,443,4370,116,15476
CH040_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2915,624,6695,26161.5,1499.5,3704,5557,1241.5,353,468.5,638,5285,974,22110.5,626,382,5791,101,15546
CH040_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3224.5,485,5791,27858,1066.5,2725.5,3521,697.5,299,393,530,1736.5,374,17552.5,522.5,397,5794,132,15331.5
CH040_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2444,510,30188.5,34158,1602,3741,4960,969,2103,468,5748,6022.5,1582,22457,602,576,6596,106.5,15413
CH040_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2630.5,505,6478.5,36893.5,2483,6366,6841,1951,317,476.5,654,6740,1310,20449,589,315,5929,148,15584
CH040_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32127,673,9920,38451,3313,6966,19883.5,2825,335.5,475,656,16166.5,6729.5,21845,800,311.5,6764,122,15362
CH040_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8748,666,1883,28538.5,1581,2773,44221.5,2976,423,476,708,8468,3463,16185,423,368.5,4151,110,14886.5
CH040_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3883.5,579,7751,28965,1662.5,4252.5,10019.5,1797,353,382,739.5,6845.5,1326,23218,546.5,431,5075,81,15500
CH040_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2949,537,6503.5,26288,1898,4710,10492,1621.5,304,354,603,8817,1715,22330,564.5,428.5,5704.5,94.5,15288
CH040_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2693,450,5976.5,28550,1637,3633,5656,1026,307,344,617,3749,632,19779.5,548.5,383,5557.5,95,15400.5
CH040_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3576.5,604,6051,26842,1964,3927,7434,1671,308,361,593.5,6508,1425,21003,546,384.5,5393,143,15571
CH040_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3342.5,461,6067,41509.5,1552,3206,4323,663.5,353,383,654,2165,454,16140,558,413.5,6274,93,15360
CH040_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3317,474,6625,42398,1314,2944,7909,955.5,301,361.5,634.5,2458.5,483,16987,474,449,5548,132,15692.5
